ulpin,compensation_gap_index,compensation_gap_band,compensation_gap_reason,litigation_propensity_score,litigation_propensity_band,litigation_propensity_reason,heir_claim_count,undocumented_claims,contested_claims,share_total_pct,succession_risk_band,succession_reason
21-005-023-666269,41.38,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,11.06,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-005-024-337424,37.87,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,46.14,Medium,Dispute at Filed with 3 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
21-005-024-424589,64.94,Medium,Compensation sanctioned is 56% below the circle-rate benchmark,66.05,High,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-001-738565,33.51,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,43.77,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-004-001947,39.11,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,25.88,Low,Dispute at Filed with 1 matter(s) on file,2,0,1,89.7,High,Competing heirship claims over the same parcel
21-012-004-030336,91.42,High,Compensation sanctioned is 65% below the circle-rate benchmark,38.13,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-007-521759,46.98,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,74.62,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-007-712206,42.28,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,36.56,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-010-442084,42.65,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,51.46,Medium,Dispute at Under Hearing with 3 matter(s) on file,3,1,0,93.9,Medium,1 heir claim(s) without documentary proof — mutation not established
21-012-011-039271,44.46,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,59.13,Medium,Dispute at Filed with 4 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
21-012-011-176514,34.87,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,17.22,Low,Title is partial over fragmented holdings — objection risk at award,1,0,0,67.3,Low,All heirship claims documented
21-012-011-872921,58.73,Medium,Compensation sanctioned is 38% below the circle-rate benchmark,41.31,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-012-264754,46.17,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,43.18,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,4,3,1,100.0,High,Competing heirship claims over the same parcel
21-012-014-065558,60.38,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,38.67,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-016-573987,23.55,Low,Only 49% of the sanctioned award has actually been disbursed,14.51,Low,Title is partial over fragmented holdings — objection risk at award,3,0,0,100.0,Medium,3 heirs on one parcel — consent risk at award
21-012-016-832029,36.19,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,26.32,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-017-308238,47.18,Medium,Only 34% of the sanctioned award has actually been disbursed,37.12,Medium,Dispute at Under Hearing with 2 matter(s) on file,3,1,0,93.3,Medium,1 heir claim(s) without documentary proof — mutation not established
21-012-017-655235,29.64,Low,Compensation sanctioned is 28% below the circle-rate benchmark,66.04,High,Dispute at Under Hearing with 6 matter(s) on file,4,0,1,100.0,High,Competing heirship claims over the same parcel
21-012-018-340012,22.13,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.98,Low,"Clear title, no live litigation on record",4,0,2,100.0,High,Competing heirship claims over the same parcel
21-012-018-603940,48.29,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,39.62,Medium,Dispute at Under Hearing with 1 matter(s) on file,4,1,2,100.0,High,Competing heirship claims over the same parcel
21-012-021-517164,86.3,High,Compensation sanctioned is 58% below the circle-rate benchmark,43.08,Medium,Dispute at Under Hearing with 2 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
21-012-022-367262,52.55,Medium,Compensation sanctioned is 35% below the circle-rate benchmark,16.5,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-022-745758,39.52,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,6.14,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-024-149588,30.45,Low,Compensation is close to the circle-rate benchmark and largely disbursed,46.48,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,3,1,1,94.2,High,Competing heirship claims over the same parcel
21-012-024-199195,29.96,Low,Only 37% of the sanctioned award has actually been disbursed,6.36,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-024-341332,86.16,High,Compensation sanctioned is 58% below the circle-rate benchmark,60.97,Medium,Dispute at Under Hearing with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-012-024-553314,48.34,Medium,Only 20% of the sanctioned award has actually been disbursed,10.73,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-001-138089,36.78,Medium,Only 50% of the sanctioned award has actually been disbursed,8.76,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-001-187413,70.74,High,Compensation sanctioned is 44% below the circle-rate benchmark,30.54,Low,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-002-291996,29.48,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.72,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-002-373494,72.56,High,Compensation sanctioned is 61% below the circle-rate benchmark,23.57,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-002-659698,44.26,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,73.38,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-003-645108,22.08,Low,Only 50% of the sanctioned award has actually been disbursed,35.94,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-004-813179,30.83,Low,Only 47% of the sanctioned award has actually been disbursed,62.58,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-006-257378,60.53,Medium,Compensation sanctioned is 50% below the circle-rate benchmark,46.12,Medium,Dispute at Filed with 4 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
21-019-007-297332,35.87,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,68.31,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-007-966961,36.03,Medium,Only 28% of the sanctioned award has actually been disbursed,2.86,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-008-698182,42.77,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,11.54,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-009-226590,9.72,Low,Compensation is close to the circle-rate benchmark and largely disbursed,38.86,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-009-996875,42.36,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,1.98,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-010-250365,29.71,Low,Compensation is close to the circle-rate benchmark and largely disbursed,37.23,Medium,Dispute at Filed with 1 matter(s) on file,2,0,0,93.8,Low,All heirship claims documented
21-019-011-899752,58.62,Medium,Compensation sanctioned is 55% below the circle-rate benchmark,26.44,Low,Dispute at Filed with 2 matter(s) on file,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
21-019-012-187124,40.15,Medium,Only 22% of the sanctioned award has actually been disbursed,34.02,Medium,Title is disputed over fragmented holdings — objection risk at award,4,1,0,91.6,Medium,1 heir claim(s) without documentary proof — mutation not established
21-019-013-773037,33.84,Medium,Only 36% of the sanctioned award has actually been disbursed,5.26,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-013-994290,16.95,Low,Compensation is close to the circle-rate benchmark and largely disbursed,33.11,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-014-988271,51.33,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,18.43,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-016-998853,47.63,Medium,Compensation sanctioned is 34% below the circle-rate benchmark,20.6,Low,Title is partial over fragmented holdings — objection risk at award,4,0,0,98.0,Medium,4 heirs on one parcel — consent risk at award
21-019-018-312999,44.72,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,67.89,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-018-511650,52.99,Medium,Compensation sanctioned is 38% below the circle-rate benchmark,42.03,Medium,Dispute at Under Hearing with 2 matter(s) on file,3,1,1,100.0,High,Competing heirship claims over the same parcel
21-019-019-099733,34.15,Medium,Only 42% of the sanctioned award has actually been disbursed,32.35,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-019-960921,78.94,High,Compensation sanctioned is 55% below the circle-rate benchmark,71.54,High,Dispute at Under Hearing with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-021-832932,68.62,High,Compensation sanctioned is 46% below the circle-rate benchmark,38.65,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-023-451112,43.13,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,15.45,Low,Title is partial over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-019-024-331631,48.43,Medium,Only 43% of the sanctioned award has actually been disbursed,56.87,Medium,Dispute at Under Hearing with 7 matter(s) on file,3,0,0,79.1,Medium,3 heirs on one parcel — consent risk at award
21-019-024-663726,55.31,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,47.58,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
21-026-001-033765,76.78,High,Compensation sanctioned is 50% below the circle-rate benchmark,27.96,Low,Dispute at Under Hearing with 2 matter(s) on file,1,0,0,81.4,Low,All heirship claims documented
21-026-001-357052,17.7,Low,Compensation is close to the circle-rate benchmark and largely disbursed,9.6,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
